0.000338,0.000743,0.001302,0.001595,0.002025,0.003109,0.003817,0.004084,0.004779,0.005453,
0.00033,0.000742,0.001434,0.001781,0.002084,0.002396,0.002686,0.003435,0.003904,0.00486,
0.000444,0.000735,0.00111,0.001473,0.002026,0.002619,0.002888,0.003163,0.00343,0.003684,
0.000208,0.000459,0.000671999999999,0.001037,0.001271,0.001676,0.002414,0.002976,0.003607,0.003879,
0.000208,0.000482000000001,0.000799000000001,0.001003,0.001208,0.001413,0.001597,0.001785,0.00206,0.002401,
0.061423,0.085567,0.114599,0.127765,0.146718,0.179882,0.238353,0.277906,0.293801,0.321655,


































































































































































