0.001293,0.0029,0.004477,0.005929,0.008194,0.01035,0.012758,0.014205,0.016283,0.017865,
0.001402,0.002691,0.004614,0.006063,0.007255,0.009265,0.011047,0.012859,0.014137,0.01552,
0.002065,0.003236,0.004591,0.006172,0.007444,0.008885,0.010775,0.01237,0.013737,0.015163,
0.001822,0.003246,0.004774,0.005993,0.007463,0.009484,0.011874,0.013691,0.01507,0.016654,
0.001584,0.003019,0.004892,0.006291,0.007533,0.008944,0.011074,0.012648,0.014434,0.015832,
0.390661,0.414551,0.44295,0.462838,0.528822,0.55152,0.57782,0.599703,0.621784,0.684372,


































































































































































